Season,TeamID,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Dbl Dbl
2022-2023,,Western Caro.,Socon,9,Brooklyn Poling,Sr,OH,6-1,33,1.0,116,178,81,481,0.202,6.0,,,73.0,10.0,,3.0,56.0,3.0,209.0,2.0,,
2022-2023,,Western Caro.,Socon,2,Destinee Dorsey,Jr,L,5-6,32,0.0,119,2,3,25,-0.04,113.0,28.0,33.0,507.0,705.0,20.0,,,,30.0,1.0,,
2022-2023,,Western Caro.,Socon,17,Eden Punch,Jr,MB,5-10,33,33.0,122,149,33,338,0.343,4.0,5.0,10.0,44.0,6.0,1.0,29.0,100.0,5.0,233.0,1.0,,
2022-2023,,Western Caro.,Socon,11,Erin Carpenter,Jr,S,5-9,1,0.0,1,0,0,0,,1.0,,,,,,,,,,,,
2022-2023,,Western Caro.,Socon,14,Janelle Blue,Fr,MB,5-11,3,0.0,3,0,0,2,0.0,,,,,,,,,,,,,
2022-2023,,Western Caro.,Socon,1,Johnna Robinson,Sr,MB,6-0,33,33.0,122,149,53,349,0.275,6.0,6.0,9.0,23.0,15.0,1.0,26.0,96.0,12.0,229.0,,,
2022-2023,,Western Caro.,Socon,5,Julia Gardon,Jr,OH,5-10,20,0.0,48,5,3,22,0.091,,4.0,2.0,14.0,13.0,1.0,,3.0,1.0,10.5,,,
2022-2023,,Western Caro.,Socon,16,Livi Weidmann,Jr,RS,5-11,33,32.0,119,222,117,565,0.186,11.0,,,70.0,3.0,,8.0,75.0,5.0,267.5,,,
2022-2023,,Western Caro.,Socon,19,Lydia Clark,Fr,S,5-8,1,0.0,1,1,0,1,1.0,,,,,,,,,,1.0,,,
2022-2023,,Western Caro.,Socon,7,Maygan Miller-Garcia,Fr,MB,6-1,3,0.0,4,0,0,2,0.0,,,1.0,,,,,1.0,,0.5,,,
2022-2023,,Western Caro.,Socon,13,Merry Gebel,Sr,OH,5-10,33,33.0,121,399,102,1193,0.249,23.0,34.0,10.0,299.0,634.0,23.0,12.0,30.0,1.0,460.0,1.0,,
2022-2023,,Western Caro.,Socon,4,Ollie Henderson,So,L,5-7,24,0.0,67,0,0,0,,7.0,11.0,13.0,19.0,12.0,2.0,,,,11.0,,,
2022-2023,,Western Caro.,Socon,12,Sarah Janourova,So,S,5-9,33,0.0,122,12,3,65,0.138,541.0,37.0,36.0,214.0,4.0,,,,,49.0,12.0,,
2022-2023,,Western Caro.,Socon,18,Sydney Carlson,Sr,S,5-9,33,33.0,122,48,3,112,0.402,661.0,31.0,32.0,216.0,9.0,1.0,,2.0,1.0,80.0,7.0,,
2022-2023,,Western Ill.,Summit League,19,Aubrey Putman,Sr,OH,5-11,30,26.0,101,186,98,818,0.108,17.0,8.0,11.0,262.0,599.0,37.0,,16.0,,202.0,2.0,,
2022-2023,,Western Ill.,Summit League,18,Brittany Wulf,So,OH,6-1,29,29.0,97,304,161,1098,0.13,10.0,39.0,53.0,209.0,592.0,38.0,3.0,16.0,2.0,354.0,1.0,,
2022-2023,,Western Ill.,Summit League,7,Elizabeth Ziegler,Fr,RS,6-2,30,20.0,99,221,112,614,0.178,1.0,,,43.0,3.0,,5.0,46.0,9.0,249.0,1.0,,
2022-2023,,Western Ill.,Summit League,4,Ella Godsell,So,L/DS,5-8,16,1.0,43,0,1,3,-0.333,71.0,3.0,10.0,62.0,31.0,4.0,,,,3.0,,,
2022-2023,,Western Ill.,Summit League,9,Gabby Depersio,Sr,L/DS,5-3,25,12.0,78,2,1,11,0.091,145.0,4.0,10.0,154.0,124.0,5.0,,,,6.0,2.0,,
2022-2023,,Western Ill.,Summit League,1,Grace Kremer,Fr,MB,6-1,29,27.0,97,77,29,247,0.194,8.0,,,21.0,14.0,1.0,5.0,34.0,3.0,99.0,1.0,,
2022-2023,,Western Ill.,Summit League,5,Grace Nichols,So,MB,5-11,9,8.0,29,40,20,124,0.161,1.0,11.0,10.0,33.0,6.0,1.0,3.0,17.0,3.0,62.5,,,
2022-2023,,Western Ill.,Summit League,17,Hailey Sperling,So,OH,5-10,24,5.0,64,85,54,370,0.084,7.0,4.0,15.0,137.0,370.0,20.0,2.0,5.0,1.0,93.5,,,
2022-2023,,Western Ill.,Summit League,6,Jessie Connell,Sr,S,5-9,22,6.0,65,11,4,50,0.14,268.0,6.0,14.0,76.0,2.0,,4.0,9.0,1.0,25.5,24.0,,
2022-2023,,Western Ill.,Summit League,15,Julianna Schmidt,So,MB,6-0,27,25.0,87,57,42,195,0.077,5.0,6.0,20.0,35.0,10.0,1.0,11.0,52.0,5.0,100.0,1.0,,
2022-2023,,Western Ill.,Summit League,3,Karli Wenzel,So,L/DS,5-5,28,0.0,95,2,1,27,0.037,105.0,21.0,12.0,431.0,438.0,17.0,,,,23.0,,,
2022-2023,,Western Ill.,Summit League,10,Kennedy Bauer,Jr,OH,5-11,28,8.0,73,83,69,302,0.046,5.0,,,36.0,5.0,,1.0,11.0,4.0,89.5,2.0,,
2022-2023,,Western Ill.,Summit League,2,Maggie Craker,So,S,5-9,17,13.0,59,7,5,48,0.042,353.0,14.0,9.0,127.0,3.0,,,6.0,3.0,24.0,3.0,,
2022-2023,,Western Ill.,Summit League,8,Taylor Wagner,Fr,OH,5-8,15,0.0,25,2,0,4,0.5,2.0,,,14.0,5.0,,,,,2.0,1.0,,
2022-2023,,Western Ky.,Cusa,15,Abby Schaefer,Fr,DS,5-7,32,0.0,108,1,0,1,1.0,59.0,29.0,48.0,318.0,1143.0,82.0,,,,30.0,,,
2022-2023,,Western Ky.,Cusa,11,Ashley Hood,Sr,DS,5-6,33,1.0,111,0,1,3,-0.333,29.0,40.0,48.0,244.0,55.0,4.0,,,,40.0,,,
2022-2023,,Western Ky.,Cusa,4,Avri Davis,Sr,OH,5-10,16,1.0,33,17,14,74,0.041,,,,11.0,1.0,,,3.0,,18.5,,,
2022-2023,,Western Ky.,Cusa,0,Callahan Wiegandt,Fr,S,5-7,18,0.0,26,0,0,0,,2.0,1.0,4.0,,,,,,,1.0,,,
2022-2023,,Western Ky.,Cusa,14,Callie Bauer,Fr,S,5-11,33,33.0,111,85,18,226,0.296,1236.0,24.0,28.0,197.0,3.0,,1.0,55.0,5.0,137.5,15.0,1.0,
2022-2023,,Western Ky.,Cusa,16,Cameron Mosley,Jr,DS,5-7,27,0.0,50,0,0,0,,1.0,1.0,3.0,24.0,57.0,10.0,,,,1.0,,,
2022-2023,,Western Ky.,Cusa,10,Jennifer Rush,Sr,OH,5-11,29,1.0,61,65,35,174,0.172,1.0,,,15.0,1.0,1.0,4.0,16.0,3.0,77.0,,,
2022-2023,,Western Ky.,Cusa,26,Katie Howard,So,OH,5-11,33,31.0,108,77,43,254,0.134,18.0,50.0,69.0,181.0,91.0,10.0,1.0,11.0,3.0,133.5,1.0,,
2022-2023,,Western Ky.,Cusa,20,Katie Isenbarger,Sr,MH,6-0,33,33.0,110,177,37,386,0.363,6.0,23.0,24.0,63.0,4.0,,33.0,102.0,6.0,284.0,,,
2022-2023,,Western Ky.,Cusa,33,Kenadee Coyle,So,RS,6-1,33,32.0,109,193,58,447,0.302,6.0,,,33.0,,,5.0,74.0,10.0,235.0,1.0,,
2022-2023,,Western Ky.,Cusa,5,Lauren Matthews,Sr,MH,6-0,33,33.0,111,467,110,879,0.406,1.0,,,32.0,2.0,,19.0,95.0,9.0,533.5,,,
2022-2023,,Western Ky.,Cusa,31,Logan Grevengoed,Fr,OH,6-3,7,0.0,10,6,0,12,0.5,1.0,,,,,,,3.0,,7.5,,,
2022-2023,,Western Ky.,Cusa,1,Paige Briggs,Sr,OH,5-10,33,33.0,111,416,98,980,0.324,38.0,43.0,35.0,267.0,532.0,24.0,17.0,41.0,4.0,496.5,1.0,,
2022-2023,,Western Ky.,Cusa,13,Shannon Keck,Jr,MH,6-3,8,0.0,8,6,0,10,0.6,,,,,,,2.0,5.0,1.0,10.5,,,
2022-2023,,Western Mich.,Mac,15,Abi Wilcoxson,Jr,OH,5-11,26,22.0,93,240,81,620,0.256,3.0,17.0,24.0,70.0,16.0,2.0,6.0,46.0,10.0,286.0,,,
2022-2023,,Western Mich.,Mac,23,Amanda Glanton,Fr,MB,6-3,29,28.0,105,181,73,421,0.257,1.0,,3.0,16.0,1.0,,10.0,64.0,8.0,223.0,2.0,,
2022-2023,,Western Mich.,Mac,3,Andelyn Simkins,Jr,OH,5-10,30,0.0,115,1,1,12,0.0,84.0,25.0,21.0,536.0,430.0,19.0,,,,26.0,,,
2022-2023,,Western Mich.,Mac,21,Anna Calcagno,Jr,OH,6-2,14,3.0,38,76,28,196,0.245,,,4.0,17.0,23.0,,2.0,8.0,1.0,82.0,,,
2022-2023,,Western Mich.,Mac,16,Julia Marr,So,OH,6-2,21,13.0,68,198,101,549,0.177,9.0,10.0,20.0,149.0,229.0,14.0,2.0,8.0,1.0,214.0,,,
2022-2023,,Western Mich.,Mac,13,Kennedy Hogan,So,MB,6-2,14,8.0,36,32,13,78,0.244,,,,2.0,,,2.0,20.0,1.0,44.0,,,
2022-2023,,Western Mich.,Mac,6,Keona Salesman,Jr,OH,6-1,26,3.0,70,198,51,539,0.273,1.0,1.0,2.0,41.0,83.0,5.0,,13.0,2.0,205.5,2.0,,
2022-2023,,Western Mich.,Mac,12,Logan Case,Jr,S,5-8,30,30.0,115,40,16,177,0.136,1341.0,21.0,14.0,277.0,6.0,,,27.0,5.0,74.5,4.0,,
2022-2023,,Western Mich.,Mac,18,Maddie Kmetz,Fr,S,5-9,1,0.0,1,0,0,0,,,,,,1.0,,,,,,,,
2022-2023,,Western Mich.,Mac,1,Madison Merz,So,MB,6-1,28,16.0,95,114,53,297,0.205,2.0,26.0,19.0,45.0,4.0,1.0,6.0,32.0,5.0,162.0,1.0,,
2022-2023,,Western Mich.,Mac,19,Maggie King,Sr,OH,5-10,30,30.0,115,458,138,1296,0.247,16.0,43.0,50.0,302.0,709.0,40.0,1.0,26.0,,515.0,,,
2022-2023,,Western Mich.,Mac,2,Mairead Boyle,Jr,L/DS,5-7,28,12.0,82,0,1,3,-0.333,21.0,3.0,15.0,154.0,296.0,15.0,,,,3.0,,,
2022-2023,,Western Mich.,Mac,20,Mary Clare Brusek,Fr,MB,6-0,18,8.0,42,64,21,175,0.246,1.0,6.0,6.0,20.0,2.0,,2.0,17.0,3.0,80.5,,,
2022-2023,,Western Mich.,Mac,5,Reeghan Boyer,Fr,L/DS,5-6,28,7.0,104,2,0,5,0.4,22.0,13.0,8.0,239.0,363.0,15.0,,,,15.0,,,
2022-2023,,Wichita St.,The American,7,Addy Badley,Fr,MB,6-0,1,0.0,1,0,0,0,,,,,,,,,,,,,,
2022-2023,,Wichita St.,The American,10,Annalie Heliste,So,L/DS,5-5,22,3.0,64,1,0,3,0.333,5.0,8.0,5.0,78.0,144.0,10.0,,,,9.0,,,
2022-2023,,Wichita St.,The American,3,Brylee Kelly,Jr,OH,6-1,31,31.0,121,396,164,1192,0.195,7.0,33.0,63.0,224.0,358.0,25.0,9.0,48.0,2.0,462.0,2.0,,
2022-2023,,Wichita St.,The American,13,Emerson Wilford,Fr,OH,6-2,13,1.0,35,46,28,189,0.095,,,1.0,14.0,37.0,3.0,1.0,11.0,2.0,52.5,,,
2022-2023,,Wichita St.,The American,24,Hailey Plugge,So,S,6-0,6,0.0,7,1,0,6,0.167,23.0,,1.0,4.0,,,,1.0,1.0,1.5,1.0,,
2022-2023,,Wichita St.,The American,6,Katie Galligan,Fr,L/DS,5-9,28,3.0,88,0,0,1,0.0,14.0,8.0,10.0,118.0,239.0,8.0,,,,8.0,,,
2022-2023,,Wichita St.,The American,5,Kayce Litzau,Jr,S,5-10,31,31.0,121,76,26,227,0.22,1209.0,21.0,30.0,295.0,6.0,,13.0,48.0,5.0,134.0,23.0,,
2022-2023,,Wichita St.,The American,17,Kylie Marneris,So,L,5-5,3,0.0,4,0,0,0,,,,,1.0,1.0,,,,,,,,
2022-2023,,Wichita St.,The American,8,Lara Uyar,So,L/DS,5-2,27,4.0,91,0,1,1,-1.0,22.0,7.0,13.0,216.0,342.0,18.0,,,,7.0,,,
2022-2023,,Wichita St.,The American,21,Lauren Cary,Fr,MB,5-11,1,0.0,1,0,0,0,,,,,,,,,,,,,,
2022-2023,,Wichita St.,The American,12,Lauren Mcmahon,So,MB,6-3,18,9.0,44,47,16,122,0.254,1.0,,,10.0,,,3.0,42.0,8.0,71.0,2.0,,
2022-2023,,Wichita St.,The American,4,Lily Liekweg,Jr,L/DS,5-5,23,0.0,90,1,0,4,0.25,57.0,23.0,35.0,328.0,459.0,26.0,,,,24.0,,,
2022-2023,,Wichita St.,The American,15,Morgan Stout,So,MB,6-1,29,22.0,90,115,59,315,0.178,8.0,4.0,9.0,47.0,12.0,1.0,14.0,85.0,5.0,175.5,2.0,,
2022-2023,,Wichita St.,The American,22,Morgan Weber,So,OH,5-11,31,29.0,121,174,79,684,0.139,23.0,18.0,18.0,375.0,684.0,32.0,7.0,28.0,4.0,213.0,2.0,,
2022-2023,,Wichita St.,The American,11,Natalie Foster,So,MB,6-4,31,31.0,120,361,84,726,0.382,8.0,26.0,55.0,69.0,9.0,1.0,11.0,89.0,4.0,442.5,,,
2022-2023,,Wichita St.,The American,20,Sophia Rohling,Jr,OPP,6-3,27,21.0,98,271,84,675,0.277,6.0,5.0,22.0,65.0,7.0,,10.0,73.0,5.0,322.5,1.0,,
2022-2023,,Wichita St.,The American,9,Sophie Childs,So,RS,6-3,11,1.0,22,13,11,61,0.033,,,,7.0,2.0,,1.0,5.0,2.0,16.5,,,
2022-2023,,William & Mary,Caa,1,Amy Schwem,So,S,5-10,26,23.0,102,3,1,25,0.08,561.0,17.0,22.0,192.0,5.0,,,1.0,,20.5,1.0,,
2022-2023,,William & Mary,Caa,10,Anna Porter,Sr,L,5-8,26,0.0,102,1,0,15,0.067,114.0,15.0,26.0,455.0,659.0,28.0,,,,16.0,,,
2022-2023,,William & Mary,Caa,5,Bella Easton,So,S,5-7,15,0.0,25,0,0,0,,2.0,2.0,1.0,5.0,1.0,,,,,2.0,,,
2022-2023,,William & Mary,Caa,21,Eleanor Stothoff,So,OH,6-2,24,20.0,89,284,107,731,0.242,3.0,,,54.0,9.0,2.0,3.0,59.0,8.0,316.5,,,
2022-2023,,William & Mary,Caa,9,Emma Minnick,Sr,S,5-9,26,3.0,102,8,1,32,0.219,462.0,19.0,14.0,208.0,3.0,,,1.0,,27.5,4.0,,
2022-2023,,William & Mary,Caa,8,Kaitlyn Dunnigan,Fr,L,5-5,25,2.0,79,1,0,2,0.5,9.0,4.0,1.0,92.0,272.0,19.0,,,,5.0,,,
2022-2023,,William & Mary,Caa,23,Kaitlyn Ferguson,Sr,MB,6-0,21,2.0,79,191,78,547,0.207,,,,11.0,2.0,,,36.0,4.0,209.0,,,
2022-2023,,William & Mary,Caa,2,Lindsay Kahren,Fr,L,5-7,18,2.0,50,0,0,2,0.0,6.0,7.0,5.0,66.0,139.0,12.0,,,,7.0,,,
2022-2023,,William & Mary,Caa,6,Maddie Meyers,Jr,OH,6-0,16,13.0,59,100,69,315,0.098,3.0,9.0,11.0,96.0,250.0,13.0,2.0,23.0,5.0,122.5,,,
2022-2023,,William & Mary,Caa,15,Nicole Smith,Fr,OPP,6-3,14,4.0,42,84,37,260,0.181,2.0,,2.0,17.0,6.0,1.0,,22.0,4.0,95.0,,,
2022-2023,,William & Mary,Caa,3,Olivia Esposito,Fr,MB,6-1,12,12.0,46,31,8,77,0.299,,,,6.0,1.0,,7.0,40.0,1.0,58.0,,,
2022-2023,,William & Mary,Caa,12,Ryann Love,Fr,MB,6-2,17,16.0,64,73,14,142,0.415,6.0,3.0,3.0,12.0,8.0,1.0,8.0,72.0,8.0,120.0,,,
2022-2023,,William & Mary,Caa,13,Sabrina Malcolm,Jr,MB,6-0,24,24.0,95,166,63,389,0.265,5.0,23.0,26.0,43.0,23.0,1.0,6.0,74.0,11.0,232.0,,,
2022-2023,,William & Mary,Caa,11,Sarah Callender,Fr,OH,6-0,10,9.0,34,78,25,219,0.242,6.0,16.0,16.0,92.0,195.0,11.0,1.0,8.0,1.0,99.0,,,
2022-2023,,William & Mary,Caa,19,Sydney Taylor,Sr,OH,6-0,13,9.0,38,49,43,178,0.034,5.0,3.0,19.0,53.0,168.0,7.0,,13.0,1.0,58.5,,,
2022-2023,,William & Mary,Caa,22,Taylor Burrell,Sr,OH,6-0,23,17.0,80,212,107,559,0.188,1.0,16.0,22.0,77.0,252.0,20.0,4.0,24.0,3.0,244.0,2.0,,
2022-2023,,Winthrop,Big South,23,Alayna Jansky,Sr,OH,6-0,28,28.0,98,366,130,1048,0.225,18.0,19.0,14.0,270.0,302.0,13.0,6.0,39.0,9.0,410.5,,,
2022-2023,,Winthrop,Big South,9,Alicia Davis,Jr,OH,5-9,28,22.0,88,50,33,176,0.097,8.0,5.0,11.0,192.0,231.0,17.0,3.0,4.0,,60.0,,,
2022-2023,,Winthrop,Big South,1,Alicia Roberts,Sr,MH,6-0,26,24.0,92,148,67,335,0.242,2.0,,1.0,12.0,1.0,,20.0,82.0,9.0,209.0,1.0,,
2022-2023,,Winthrop,Big South,11,Atley Livingston,Sr,DS,5-3,4,1.0,4,0,0,0,,,,2.0,1.0,,,,,,,,,
2022-2023,,Winthrop,Big South,10,Avery Jolley,Fr,OH,6-1,28,27.0,98,229,94,610,0.221,6.0,23.0,33.0,80.0,7.0,2.0,,34.0,11.0,269.0,,,
2022-2023,,Winthrop,Big South,17,Brookelynn Thomas,Jr,MH,6-0,24,22.0,80,197,82,517,0.222,1.0,27.0,26.0,61.0,3.0,,14.0,60.0,9.0,268.0,1.0,,
2022-2023,,Winthrop,Big South,22,Emma Ann Lay,Jr,MH,6-3,2,0.0,2,0,2,3,-0.667,,,,,,,,,,,,,
2022-2023,,Winthrop,Big South,16,Isabella Murray,So,S,6-2,28,28.0,101,68,25,215,0.2,1045.0,27.0,27.0,260.0,2.0,,3.0,53.0,5.0,124.5,34.0,,
2022-2023,,Winthrop,Big South,4,Jenna Calloway,So,DS,5-6,15,1.0,24,0,0,2,0.0,1.0,3.0,3.0,28.0,25.0,3.0,,,,3.0,1.0,,
2022-2023,,Winthrop,Big South,8,Karli Shepherd,So,OH,6-0,25,5.0,86,150,66,542,0.155,3.0,11.0,15.0,76.0,110.0,9.0,1.0,30.0,3.0,177.0,1.0,,
2022-2023,,Winthrop,Big South,13,Leah Metzger,Sr,DS,5-7,28,0.0,101,2,3,6,-0.167,25.0,5.0,17.0,214.0,277.0,20.0,,,,7.0,1.0,,
2022-2023,,Winthrop,Big South,24,Lexie Vick,Fr,MB,6-2,10,3.0,19,16,5,40,0.275,,,,2.0,1.0,1.0,,11.0,6.0,21.5,,,
2022-2023,,Winthrop,Big South,20,Madison Gorniak,Jr,DS,5-4,28,1.0,101,0,0,4,0.0,62.0,24.0,10.0,382.0,334.0,21.0,,,,24.0,1.0,,
2022-2023,,Winthrop,Big South,7,Megan Thoroman,So,OPP,5-11,2,0.0,2,0,0,0,,,,,,,,,,,,,,
2022-2023,,Winthrop,Big South,5,Riley Oglevie,Jr,OPP,6-2,20,0.0,34,34,15,119,0.16,1.0,,,9.0,1.0,,1.0,17.0,1.0,43.5,,,
2022-2023,,Winthrop,Big South,14,Rylie Mcmahen,So,DS,5-8,14,1.0,29,0,0,0,,2.0,5.0,5.0,10.0,,,,,,5.0,,,
2022-2023,,Winthrop,Big South,19,Sydney Nolan,Fr,MB,6-4,11,5.0,24,22,14,65,0.123,1.0,,,2.0,1.0,1.0,3.0,22.0,2.0,36.0,2.0,,
2022-2023,,Wisconsin,Big Ten,3,Anna Macdonald,Sr,DS,5-8,10,0.0,11,0,0,0,,,1.0,1.0,2.0,3.0,,,,,1.0,,,
2022-2023,,Wisconsin,Big Ten,14,Anna Smrek,So,MB,6-9,30,10.0,102,169,54,362,0.318,8.0,1.0,1.0,32.0,5.0,,10.0,103.0,10.0,231.5,1.0,,
2022-2023,,Wisconsin,Big Ten,9,Cc Crawford,Jr,MB,6-3,27,27.0,97,93,25,223,0.305,21.0,16.0,19.0,58.0,18.0,2.0,8.0,131.0,20.0,182.5,,,
2022-2023,,Wisconsin,Big Ten,18,Danielle Hart,Sr,MB,6-4,32,31.0,108,192,40,348,0.437,3.0,,,32.0,31.0,,7.0,156.0,7.0,277.0,2.0,,
2022-2023,,Wisconsin,Big Ten,10,Devyn Robinson,Jr,MB,6-2,32,27.0,113,304,90,674,0.318,3.0,,,43.0,4.0,,2.0,120.0,7.0,366.0,1.0,,
2022-2023,,Wisconsin,Big Ten,17,Ella Wrobel,Fr,OH,6-4,9,0.0,12,11,5,33,0.182,,,,4.0,6.0,,,2.0,,12.0,,,
2022-2023,,Wisconsin,Big Ten,7,Gabby Mccaa,Sr,MB,6-3,2,0.0,2,0,0,1,0.0,,,,,,,,1.0,,0.5,,,
2022-2023,,Wisconsin,Big Ten,21,Gulce Guctekin,Fr,L,5-5,29,0.0,105,0,0,4,0.0,147.0,33.0,47.0,415.0,713.0,46.0,,,,33.0,,,
2022-2023,,Wisconsin,Big Ten,11,Izzy Ashburn,Sr,S,5-11,32,32.0,116,5,7,26,-0.077,713.0,37.0,40.0,213.0,1.0,,,1.0,3.0,42.5,10.0,,
2022-2023,,Wisconsin,Big Ten,15,Jade Demps,Jr,OH,6-2,27,1.0,69,80,19,216,0.282,1.0,2.0,3.0,39.0,42.0,1.0,,22.0,1.0,93.0,1.0,,
2022-2023,,Wisconsin,Big Ten,1,Joslyn Boyer,Sr,DS,5-6,14,0.0,33,0,0,0,,1.0,6.0,8.0,6.0,,,,,,6.0,,,
2022-2023,,Wisconsin,Big Ten,22,Julia Orzol,So,OH,6-0,32,32.0,115,281,102,876,0.204,19.0,28.0,50.0,272.0,527.0,22.0,7.0,51.0,5.0,341.5,,,
2022-2023,,Wisconsin,Big Ten,4,Liz Gregorski,Jr,OH,5-11,26,0.0,55,0,2,3,-0.667,1.0,11.0,11.0,13.0,5.0,,,,,11.0,,,
2022-2023,,Wisconsin,Big Ten,6,Mj Hammill,Jr,S,6-0,31,0.0,113,2,8,25,-0.24,485.0,38.0,26.0,205.0,,,,1.0,1.0,40.5,2.0,,
2022-2023,,Wisconsin,Big Ten,13,Sarah Franklin,Jr,OH,6-4,32,32.0,114,400,149,1091,0.23,16.0,16.0,38.0,204.0,635.0,31.0,6.0,47.0,6.0,445.5,,,
2022-2023,,Wisconsin,Big Ten,5,Shanel Bramschreiber,Sr,L/DS,5-7,15,0.0,41,0,0,2,0.0,11.0,5.0,7.0,46.0,61.0,8.0,,,,5.0,,,
2022-2023,,Wisconsin,Big Ten,0,Sydney Reed,Jr,L/DS,5-6,4,0.0,4,0,0,0,,,,2.0,1.0,,,,,,,,,
2022-2023,,Wofford,Socon,20,Abbey Richman,Jr,L/DS,5-5,29,3.0,102,2,1,26,0.038,67.0,28.0,37.0,389.0,396.0,23.0,,,,30.0,1.0,,
2022-2023,,Wofford,Socon,21,Addison Foote,Jr,OH,6-0,11,3.0,29,30,17,111,0.117,5.0,6.0,12.0,51.0,119.0,7.0,1.0,5.0,,39.5,,,
2022-2023,,Wofford,Socon,23,Alexa Bertsch,Sr,OH,6-2,5,1.0,7,10,7,28,0.107,,,1.0,3.0,9.0,2.0,,1.0,,10.5,,,
2022-2023,,Wofford,Socon,18,Annemarie Rakoski,Fr,MB,6-3,14,0.0,22,20,4,54,0.296,,,,8.0,,,6.0,7.0,,29.5,,,
2022-2023,,Wofford,Socon,12,Bella Zeman,Sr,OH,5-10,29,21.0,108,314,127,838,0.223,7.0,3.0,3.0,70.0,101.0,4.0,9.0,25.0,4.0,338.5,2.0,,
2022-2023,,Wofford,Socon,9,Caroline Przystup,Fr,OH,5-10,23,9.0,78,7,7,64,0.0,6.0,17.0,23.0,126.0,230.0,11.0,,,,24.0,,,
2022-2023,,Wofford,Socon,8,Carson Eubanks,Fr,OH,5-9,2,0.0,4,0,1,2,-0.5,1.0,,1.0,6.0,5.0,1.0,,,,,,,
2022-2023,,Wofford,Socon,4,Chasidy Sharpe,Sr,L,5-1,24,0.0,47,0,0,0,,1.0,3.0,3.0,5.0,4.0,2.0,,,,3.0,,,
2022-2023,,Wofford,Socon,13,Emily Hodsdon,Jr,S,5-11,22,9.0,77,5,7,50,-0.04,402.0,20.0,10.0,142.0,1.0,,,2.0,2.0,26.0,14.0,,
2022-2023,,Wofford,Socon,2,Emory Wyatt,Sr,MH,6-0,15,0.0,35,50,25,132,0.189,,,,16.0,,,4.0,20.0,3.0,64.0,,,
2022-2023,,Wofford,Socon,5,Jessica Freire,Fr,L/DS,5-4,6,0.0,8,0,0,0,,1.0,5.0,4.0,,,,,,,5.0,,,
2022-2023,,Wofford,Socon,11,Kaitlyn Brown,Jr,DS,5-4,18,4.0,66,2,1,21,0.048,31.0,12.0,13.0,157.0,247.0,15.0,,,,14.0,,,
2022-2023,,Wofford,Socon,7,Kennedy Smith,Sr,OH,6-0,26,18.0,97,202,99,671,0.154,12.0,7.0,11.0,220.0,474.0,13.0,10.0,25.0,2.0,231.5,2.0,,
2022-2023,,Wofford,Socon,1,Mary Emily Morgan,So,OH,6-0,25,19.0,88,115,67,441,0.109,19.0,19.0,35.0,233.0,495.0,32.0,4.0,15.0,,145.5,1.0,,
2022-2023,,Wofford,Socon,16,Meghan Yaffa,Sr,OH,5-11,4,1.0,6,4,7,14,-0.214,,,,1.0,,,,1.0,,4.5,,,
2022-2023,,Wofford,Socon,15,Millie Loehr,Jr,MH,6-5,29,28.0,102,242,50,491,0.391,4.0,8.0,10.0,25.0,3.0,,22.0,57.0,11.0,300.5,,,
2022-2023,,Wofford,Socon,6,Sarah Barham,Jr,MB,6-1,29,29.0,111,251,72,537,0.333,8.0,10.0,20.0,55.0,3.0,,37.0,86.0,11.0,341.0,1.0,,
2022-2023,,Wofford,Socon,3,Sarah Maclean,So,MB,6-0,29,9.0,103,179,64,466,0.247,5.0,,,49.0,5.0,,5.0,49.0,3.0,208.5,,,
2022-2023,,Wofford,Socon,17,Victoria Hensley,Fr,S,5-11,29,20.0,104,37,5,85,0.376,778.0,33.0,39.0,212.0,4.0,,3.0,10.0,6.0,78.0,10.0,,
2022-2023,,Wright St.,Horizon,11,Aaliyah Byers,Fr,MB,6-0,27,24.0,94,158,51,350,0.306,3.0,,,22.0,2.0,,9.0,90.0,9.0,212.0,,,
2022-2023,,Wright St.,Horizon,12,Andrea Bortulin,Fr,DS,5-6,15,0.0,36,0,0,2,0.0,7.0,4.0,18.0,6.0,2.0,,,,1.0,4.0,,,
2022-2023,,Wright St.,Horizon,13,Callie Martin,Sr,RS,6-1,32,32.0,113,299,102,809,0.244,28.0,48.0,27.0,406.0,521.0,9.0,6.0,74.0,2.0,390.0,,,
2022-2023,,Wright St.,Horizon,8,Camryn Hausler,So,OH,6-0,10,0.0,19,1,1,4,0.0,,,7.0,4.0,3.0,,,2.0,,2.0,,,
2022-2023,,Wright St.,Horizon,4,Elena Dubuc,Fr,OH,5-11,15,0.0,18,24,8,50,0.32,,,1.0,4.0,2.0,,,6.0,,27.0,,,
2022-2023,,Wright St.,Horizon,17,Erika Smith,Fr,MB,5-11,3,0.0,3,1,0,1,1.0,,1.0,,1.0,,,,,,2.0,,,
2022-2023,,Wright St.,Horizon,14,Jakyla Jackson,Jr,MB,6-0,15,8.0,36,32,20,92,0.13,,,,6.0,1.0,,9.0,22.0,6.0,52.0,,,
2022-2023,,Wright St.,Horizon,1,Jenna Story,Sr,L,5-7,32,0.0,119,2,0,7,0.286,135.0,45.0,56.0,628.0,517.0,15.0,,,,47.0,1.0,,
